register_date,total_transaction,user_id,total_amount
29/05/22 10.01,1,10023,59000
30/05/22 17.40,1,10024,30000
30/05/22 02.57,1,10025,48000
29/05/22 05.20,1,10026,120000
30/05/22 11.43,2,10027,131000
30/05/22 01.51,3,10028,627000
28/05/22 21.32,1,10029,69000
29/05/22 20.10,2,10030,209000
30/05/22 07.36,2,10031,262000
30/05/22 04.32,3,10032,194000
29/05/22 22.34,1,10033,125000
30/05/22 12.12,3,10034,498000
28/05/22 19.46,1,10035,93000
30/05/22 04.20,1,10036,123000
30/05/22 14.13,1,10037,120000
29/05/22 12.25,2,10038,190000
30/05/22 18.38,2,10039,172000
28/05/22 22.03,3,10040,464000
31/05/22 00.26,2,10041,93000
28/05/22 19.54,3,10042,332000
30/05/22 13.20,1,10043,50000
30/05/22 01.24,2,10044,88000
30/05/22 09.40,2,10045,189000
30/05/22 20.51,1,10046,76000
30/05/22 21.13,1,10047,141000
30/05/22 07.42,1,10048,60000
30/05/22 20.40,3,10049,652000
29/05/22 23.25,2,10050,179000
29/05/22 21.21,1,10051,83000
28/05/22 19.26,1,10052,80000
28/05/22 19.11,1,10053,105000
30/05/22 02.28,1,10054,120000
31/05/22 03.27,1,10055,100000
30/05/22 01.41,3,10056,889000
31/05/22 05.57,1,10057,55000
29/05/22 02.29,3,10058,763000
31/05/22 01.53,1,10059,109000
30/05/22 19.52,1,10060,175000
30/05/22 03.52,1,10061,110000
28/05/22 13.19,2,10062,208000
29/05/22 20.08,1,10063,92000
30/05/22 05.44,2,10064,47000
30/05/22 17.54,3,10065,668000
29/05/22 19.24,2,10066,203000
31/05/22 01.53,1,10067,99000
31/05/22 06.44,1,10068,125000
29/05/22 15.59,1,10069,120000
30/05/22 04.57,2,10070,315000
30/05/22 13.15,2,10071,193000
31/05/22 04.08,3,10072,668000
30/05/22 23.38,1,10073,86000
30/05/22 09.16,2,10074,216000
28/05/22 09.49,1,10075,165000
31/05/22 03.19,3,10076,507000
28/05/22 14.46,1,10077,115000
30/05/22 06.54,1,10078,170000
30/05/22 22.17,2,10079,177000
31/05/22 07.30,2,10080,226000
31/05/22 09.21,4,10081,1887000
31/05/22 05.59,1,10082,93000
31/05/22 07.21,2,10083,208000
31/05/22 11.11,2,10084,204000
30/05/22 21.38,1,10085,78000
29/05/22 19.20,3,10086,636000
29/05/22 13.50,3,10087,840000
31/05/22 08.55,1,10088,10000
29/05/22 02.51,1,10089,54000
30/05/22 09.36,2,10090,186000
31/05/22 11.11,4,10091,548000
31/05/22 06.12,2,10092,157000
31/05/22 08.48,1,10093,73000
30/05/22 19.15,1,10094,75000
28/05/22 20.31,3,10095,413000
31/05/22 14.21,2,10096,138000
31/05/22 03.01,4,10097,2317000
30/05/22 22.04,2,10098,174000
29/05/22 17.30,1,10099,131000
31/05/22 09.19,1,10100,40000
29/05/22 22.54,3,10101,596000
28/05/22 18.52,2,10102,138000
31/05/22 07.15,3,10103,808000
31/05/22 07.19,1,10104,128000
29/05/22 07.45,3,10105,566000
31/05/22 09.53,2,10106,241000
31/05/22 17.49,1,10107,133000
28/05/22 18.36,1,10108,175000
29/05/22 02.42,2,10109,158000
31/05/22 10.57,1,10110,90000
31/05/22 16.40,2,10111,94000
31/05/22 06.42,2,10112,70000
30/05/22 12.51,3,10113,246000
30/05/22 22.46,1,10114,50000
31/05/22 13.07,1,10115,56000
29/05/22 22.58,2,10116,67000
30/05/22 10.29,1,10117,79000
30/05/22 06.45,1,10118,80000
31/05/22 12.58,1,10119,53000
31/05/22 03.56,2,10120,117000
29/05/22 21.35,1,10121,35000
31/05/22 03.33,1,10122,107000
31/05/22 06.04,2,10123,210000
31/05/22 09.06,1,10124,43000
31/05/22 13.16,1,10125,127000
31/05/22 08.54,2,10126,153000
29/05/22 16.52,2,10127,129000
31/05/22 03.06,2,10128,137000
30/05/22 18.36,3,10129,570000
31/05/22 15.56,1,10130,105000
29/05/22 07.06,1,10131,63000
01/06/22 00.26,2,10132,206000
31/05/22 09.30,1,10133,83000
31/05/22 20.19,1,10134,38000
31/05/22 16.06,1,10135,51000
31/05/22 22.41,1,10136,109000
31/05/22 04.43,1,10137,125000
31/05/22 11.51,2,10138,260000
30/05/22 12.56,3,10139,387000
31/05/22 07.56,1,10140,118000
31/05/22 11.21,1,10141,123000
31/05/22 17.45,2,10142,121000
30/05/22 12.24,2,10143,106000
31/05/22 11.42,1,10144,91000
29/05/22 14.33,1,10145,114000
31/05/22 05.38,1,10146,30000
31/05/22 12.06,2,10147,197000
01/06/22 02.01,3,10148,586000
30/05/22 09.50,1,10149,128000
30/05/22 13.09,1,10150,150000
31/05/22 13.11,3,10151,286000
30/05/22 12.55,1,10152,128000
31/05/22 04.33,1,10153,115000
31/05/22 21.41,5,10154,2143000
30/05/22 12.24,1,10155,49000
31/05/22 20.25,3,10156,738000
31/05/22 07.37,3,10157,932000
31/05/22 23.55,3,10158,561000
31/05/22 16.36,1,10159,83000
01/06/22 02.47,1,10160,113000
30/05/22 18.35,2,10161,217000
29/05/22 18.56,2,10162,181000
30/05/22 14.47,2,10163,132000
29/05/22 09.42,1,10164,60000
29/05/22 10.12,1,10165,81000
30/05/22 06.45,1,10166,40000
01/06/22 01.43,1,10167,120000
30/05/22 12.04,1,10168,123000
30/05/22 16.57,3,10169,285000
30/05/22 18.34,3,10170,509000
01/06/22 08.11,2,10171,73000
31/05/22 21.29,2,10172,140000
31/05/22 14.29,2,10173,141000
29/05/22 22.25,1,10174,80000
31/05/22 15.44,2,10175,176000
30/05/22 18.43,2,10176,90000
01/06/22 04.50,4,10177,1567000
30/05/22 22.40,3,10178,788000
01/06/22 05.42,1,10179,111000
30/05/22 11.47,2,10180,127000
01/06/22 11.24,2,10181,143000
01/06/22 11.53,2,10182,133000
30/05/22 11.48,1,10183,75000
31/05/22 08.34,4,10184,2146000
31/05/22 16.53,2,10185,105000
29/05/22 15.27,4,10186,1940000
30/05/22 16.20,2,10187,37000
01/06/22 09.24,1,10188,125000
31/05/22 13.13,1,10189,105000
01/06/22 11.10,1,10190,78000
31/05/22 14.25,1,10191,110000
01/06/22 07.33,1,10192,57000
30/05/22 14.27,4,10193,1257000
30/05/22 20.30,1,10194,70000
31/05/22 17.43,1,10195,133000
30/05/22 18.46,1,10196,58000
30/05/22 22.42,1,10197,85000
01/06/22 00.35,2,10198,170000
29/05/22 23.22,1,10199,82000
31/05/22 03.46,3,10200,496000
01/06/22 07.03,1,10201,125000
01/06/22 14.06,2,10202,209000
01/06/22 11.53,1,10203,47000
01/06/22 12.12,1,10204,48000
30/05/22 19.16,2,10205,214000
31/05/22 03.31,1,10206,75000
31/05/22 09.35,1,10207,88000
31/05/22 05.24,2,10208,155000
31/05/22 17.54,1,10209,80000
31/05/22 05.42,2,10210,118000
01/06/22 16.26,2,10211,181000
01/06/22 02.49,2,10212,265000
31/05/22 05.36,2,10213,140000
01/06/22 05.03,2,10214,198000
30/05/22 06.34,2,10215,171000
31/05/22 01.53,1,10216,48000
31/05/22 11.46,2,10217,199000
01/06/22 09.57,4,10218,1641000
31/05/22 06.42,1,10219,161000
31/05/22 12.55,1,10220,77000
30/05/22 19.53,1,10221,66000
01/06/22 09.26,1,10222,40000
29/05/22 22.30,3,10223,479000
01/06/22 17.26,2,10224,348000
31/05/22 07.50,1,10225,114000
31/05/22 00.36,2,10226,87000
30/05/22 10.43,1,10227,110000
01/06/22 08.41,2,10228,198000
31/05/22 23.27,1,10229,73000
30/05/22 21.25,2,10230,150000
31/05/22 06.46,2,10231,206000
01/06/22 04.04,2,10232,206000
31/05/22 22.27,4,10233,1226000
31/05/22 09.15,2,10234,178000
31/05/22 19.33,4,10235,721000
31/05/22 03.39,2,10236,156000
01/06/22 11.56,3,10237,271000
01/06/22 13.19,2,10238,273000
31/05/22 05.56,5,10239,1608000
30/05/22 00.17,3,10240,492000
01/06/22 12.53,1,10241,160000
31/05/22 08.25,3,10242,950000
29/05/22 21.10,1,10243,117000
01/06/22 16.44,1,10244,73000
30/05/22 10.45,1,10245,155000
01/06/22 17.22,1,10246,58000
01/06/22 20.31,1,10247,73000
01/06/22 12.42,2,10248,156000
01/06/22 09.10,3,10249,354000
30/05/22 05.38,1,10250,141000
31/05/22 23.29,1,10251,16000
31/05/22 04.03,2,10252,182000
01/06/22 01.44,3,10253,821000
01/06/22 03.33,1,10254,58000
01/06/22 16.48,1,10255,55000
01/06/22 09.59,2,10256,225000
31/05/22 04.00,2,10257,235000
31/05/22 23.46,1,10258,105000
01/06/22 04.28,2,10259,136000
31/05/22 10.31,3,10260,1017000
30/05/22 00.47,1,10261,93000
30/05/22 06.32,2,10262,86000
30/05/22 17.51,1,10263,56000
30/05/22 04.51,2,10264,107000
31/05/22 14.15,2,10265,197000
31/05/22 17.55,1,10266,54000
01/06/22 05.26,1,10267,54000
31/05/22 02.39,1,10268,8000
30/05/22 13.51,2,10269,113000
01/06/22 02.22,1,10270,80000
01/06/22 16.13,1,10271,170000
01/06/22 22.08,2,10272,128000
30/05/22 17.19,3,10273,528000
31/05/22 01.39,1,10274,110000
01/06/22 09.08,2,10275,144000
30/05/22 11.04,2,10276,86000
01/06/22 09.24,2,10277,143000
30/05/22 21.57,1,10278,48000
30/05/22 07.32,2,10279,143000
01/06/22 13.04,2,10280,149000
01/06/22 16.53,1,10281,40000
01/06/22 20.40,1,10282,80000
01/06/22 21.06,1,10283,63000
01/06/22 21.02,2,10284,152000
31/05/22 04.52,2,10285,241000
30/05/22 13.28,1,10286,51000
02/06/22 06.11,2,10287,134000
01/06/22 03.50,1,10288,50000
02/06/22 06.49,1,10289,93000
01/06/22 20.04,1,10290,70000
31/05/22 22.22,1,10291,86000
02/06/22 03.50,3,10292,749000
02/06/22 02.59,2,10293,295000
02/06/22 00.17,2,10294,258000
01/06/22 19.27,4,10295,1573000
31/05/22 22.42,2,10296,180000
30/05/22 15.02,3,10297,416000
01/06/22 12.57,2,10298,183000
01/06/22 05.39,1,10299,50000
01/06/22 11.57,1,10300,74000
31/05/22 09.15,1,10301,125000
01/06/22 01.07,1,10302,53000
31/05/22 22.16,2,10303,212000
01/06/22 00.25,1,10304,76000
02/06/22 07.13,3,10305,379000
02/06/22 04.44,2,10306,203000
02/06/22 05.47,1,10307,50000
30/05/22 16.04,3,10308,604000
30/05/22 23.27,1,10309,78000
31/05/22 10.15,3,10310,530000
02/06/22 13.58,4,10311,2126000
01/06/22 05.08,1,10312,101000
02/06/22 07.18,1,10313,80000
01/06/22 04.20,3,10314,665000
02/06/22 02.46,2,10315,200000
01/06/22 03.47,1,10316,64000
02/06/22 10.07,4,10317,838000
01/06/22 22.50,3,10318,665000
02/06/22 15.46,4,10319,473000
31/05/22 23.32,1,10320,75000
31/05/22 07.52,2,10321,214000
02/06/22 02.24,2,10322,56000
01/06/22 09.41,1,10323,130000
02/06/22 06.48,3,10324,364000
30/05/22 21.07,2,10325,190000
02/06/22 06.12,2,10326,163000
02/06/22 00.42,2,10327,103000
01/06/22 21.28,1,10328,78000
02/06/22 09.51,2,10329,215000
02/06/22 15.42,1,10330,57000
02/06/22 07.22,1,10331,106000
31/05/22 15.45,1,10332,50000
02/06/22 04.54,1,10333,53000
01/06/22 19.35,3,10334,406000
01/06/22 22.53,2,10335,157000
02/06/22 09.17,2,10336,237000
02/06/22 12.04,2,10337,203000
02/06/22 06.27,1,10338,83000
01/06/22 15.54,1,10339,78000
02/06/22 14.36,2,10340,240000
01/06/22 13.55,3,10341,608000
02/06/22 07.46,1,10342,101000
02/06/22 11.56,3,10343,465000
02/06/22 04.12,1,10344,125000
02/06/22 09.55,1,10345,83000
02/06/22 09.26,1,10346,48000
02/06/22 18.58,1,10347,150000
02/06/22 09.55,1,10348,51000
02/06/22 03.58,2,10349,237000
02/06/22 10.14,2,10350,174000
02/06/22 11.49,4,10351,2194000
02/06/22 01.14,1,10352,40000
01/06/22 05.47,1,10353,155000
01/06/22 06.13,1,10354,16000
02/06/22 11.16,4,10355,392000
01/06/22 21.08,3,10356,488000
01/06/22 14.44,2,10357,120000
01/06/22 09.30,2,10358,208000
02/06/22 18.19,1,10359,78000
01/06/22 23.50,1,10360,36000
02/06/22 07.21,1,10361,67000
31/05/22 22.49,3,10362,581000
02/06/22 17.35,4,10363,1946000
01/06/22 14.29,2,10364,113000
02/06/22 04.30,1,10365,123000
01/06/22 13.18,1,10366,130000
01/06/22 03.25,1,10367,60000
02/06/22 12.32,1,10368,95000
02/06/22 01.02,1,10369,26000
02/06/22 03.39,3,10370,772000
02/06/22 18.37,1,10371,56000
02/06/22 12.18,4,10372,707000
01/06/22 00.10,1,10373,78000
31/05/22 05.47,2,10374,180000
01/06/22 06.44,2,10375,113000
02/06/22 03.48,1,10376,75000
02/06/22 23.44,3,10377,400000
31/05/22 04.33,2,10378,161000
02/06/22 12.59,1,10379,63000
02/06/22 22.45,2,10380,209000
02/06/22 19.35,4,10381,2177000
01/06/22 21.29,1,10382,78000
02/06/22 04.29,1,10383,92000
02/06/22 06.26,2,10384,226000
03/06/22 02.53,2,10385,130000
01/06/22 19.58,2,10386,266000
03/06/22 01.27,1,10387,125000
02/06/22 10.58,1,10388,96000
02/06/22 20.07,3,10389,432000
31/05/22 07.04,1,10390,85000
01/06/22 06.07,2,10391,173000
02/06/22 08.06,4,10392,837000
31/05/22 06.27,3,10393,511000
01/06/22 21.25,2,10394,184000
02/06/22 02.35,2,10395,116000
02/06/22 08.07,1,10396,130000
02/06/22 15.40,4,10397,1767000
02/06/22 06.26,3,10398,496000
01/06/22 16.46,1,10399,123000
02/06/22 09.16,3,10400,425000
02/06/22 17.22,2,10401,115000
02/06/22 11.11,2,10402,161000
02/06/22 16.31,2,10403,215000
31/05/22 13.36,3,10404,585000
31/05/22 18.24,1,10405,160000
02/06/22 10.11,1,10406,63000
03/06/22 03.18,1,10407,110000
01/06/22 20.42,3,10408,495000
01/06/22 00.32,2,10409,225000
02/06/22 08.39,2,10410,72000
02/06/22 20.30,2,10411,145000
03/06/22 04.39,1,10412,51000
03/06/22 05.44,2,10413,185000
02/06/22 06.03,1,10414,128000
02/06/22 19.58,1,10415,114000
01/06/22 22.44,1,10416,126000
02/06/22 06.28,1,10417,35000
02/06/22 19.28,5,10418,2905000
01/06/22 11.43,5,10419,2445000
01/06/22 15.22,4,10420,1897000
01/06/22 07.50,1,10421,85000
03/06/22 06.13,1,10422,110000
03/06/22 04.47,2,10423,245000
02/06/22 07.15,2,10424,197000
01/06/22 10.14,3,10425,456000
02/06/22 15.09,1,10426,131000
31/05/22 18.45,3,10427,361000
02/06/22 13.27,1,10428,50000
01/06/22 18.34,2,10429,68000
01/06/22 00.36,2,10430,122000
01/06/22 06.33,1,10431,99000
01/06/22 08.02,4,10432,1467000
01/06/22 18.41,3,10433,415000
02/06/22 02.26,2,10434,184000
03/06/22 05.39,4,10435,1236000
02/06/22 20.27,2,10436,168000
02/06/22 10.33,1,10437,175000
01/06/22 10.40,1,10438,75000
02/06/22 11.51,1,10439,49000
02/06/22 10.17,2,10440,185000
02/06/22 22.18,1,10441,26000
02/06/22 22.32,1,10442,43000
03/06/22 00.53,2,10443,146000
01/06/22 21.04,4,10444,1866000
03/06/22 14.01,1,10445,90000
03/06/22 15.22,4,10446,1703000
03/06/22 14.24,4,10447,1664000
02/06/22 02.37,1,10448,43000
02/06/22 14.38,2,10449,83000
02/06/22 00.34,1,10450,100000
02/06/22 22.37,1,10451,28000
03/06/22 11.14,2,10452,140000
02/06/22 22.19,2,10453,246000
03/06/22 08.45,1,10454,95000
01/06/22 21.23,1,10455,57000
03/06/22 05.34,1,10456,100000
01/06/22 04.08,1,10457,54000
02/06/22 13.10,2,10458,119000
01/06/22 22.31,1,10459,81000
02/06/22 12.44,1,10460,130000
03/06/22 14.17,1,10461,83000
01/06/22 06.59,3,10462,403000
03/06/22 10.22,1,10463,133000
03/06/22 01.19,3,10464,580000
03/06/22 00.08,1,10465,20000
03/06/22 03.58,2,10466,124000
03/06/22 11.17,4,10467,1338000
01/06/22 23.48,3,10468,629000
02/06/22 05.44,2,10469,174000
01/06/22 04.03,1,10470,109000
03/06/22 11.46,1,10471,102000
03/06/22 16.04,2,10472,221000
03/06/22 18.38,1,10473,120000
02/06/22 10.55,1,10474,38000
02/06/22 14.37,1,10475,96000
01/06/22 20.16,2,10476,79000
03/06/22 08.49,1,10477,125000
03/06/22 03.47,2,10478,158000
02/06/22 07.01,1,10479,10000
02/06/22 04.41,1,10480,83000
03/06/22 05.55,2,10481,200000
02/06/22 13.26,1,10482,80000
02/06/22 08.22,1,10483,64000
03/06/22 17.23,1,10484,110000
03/06/22 19.19,2,10485,108000
02/06/22 09.54,2,10486,120000
02/06/22 18.26,1,10487,53000
03/06/22 18.49,1,10488,60000
02/06/22 22.08,2,10489,260000
03/06/22 13.13,1,10490,110000
01/06/22 04.26,1,10491,115000
02/06/22 12.38,2,10492,273000
02/06/22 21.32,3,10493,521000
03/06/22 01.58,1,10494,68000
03/06/22 12.47,1,10495,66000
03/06/22 17.41,1,10496,43000
02/06/22 10.25,1,10497,30000
04/06/22 02.03,1,10498,123000
03/06/22 21.09,1,10499,51000
04/06/22 00.56,1,10500,175000
03/06/22 16.34,2,10501,149000
03/06/22 10.28,1,10502,87000
03/06/22 21.15,1,10503,50000
03/06/22 12.53,1,10504,50000
02/06/22 07.52,1,10505,123000
02/06/22 03.51,1,10506,165000
03/06/22 11.40,1,10507,16000
03/06/22 01.43,1,10508,135000
02/06/22 22.46,1,10509,60000
03/06/22 12.39,2,10510,165000
02/06/22 18.19,1,10511,51000
04/06/22 02.32,2,10512,119000
04/06/22 01.59,1,10513,83000
04/06/22 05.46,1,10514,90000
03/06/22 22.42,1,10515,35000
02/06/22 17.16,1,10516,45000
03/06/22 05.10,1,10517,58000
03/06/22 18.30,1,10518,64000
04/06/22 00.11,1,10519,19000
01/06/22 19.25,1,10520,139000
03/06/22 19.43,2,10521,173000
03/06/22 22.13,1,10522,67000
03/06/22 14.42,1,10523,52000
03/06/22 14.18,4,10524,1813000
03/06/22 18.01,1,10525,45000
03/06/22 15.44,4,10526,2154000
04/06/22 03.23,2,10527,91000
02/06/22 20.28,3,10528,619000
04/06/22 00.56,3,10529,349000
03/06/22 20.24,2,10530,140000
03/06/22 07.49,2,10531,227000
02/06/22 18.23,3,10532,585000
03/06/22 21.20,1,10533,49000
02/06/22 15.36,4,10534,1893000
03/06/22 21.28,1,10535,92000
02/06/22 15.49,2,10536,205000
03/06/22 17.02,1,10537,10000
02/06/22 07.36,1,10538,73000
03/06/22 17.12,1,10539,51000
04/06/22 07.10,2,10540,82000
02/06/22 23.45,2,10541,202000
03/06/22 22.32,3,10542,380000
03/06/22 05.09,1,10543,45000
02/06/22 16.30,3,10544,636000
02/06/22 14.03,1,10545,64000
03/06/22 08.17,2,10546,60000
01/06/22 22.30,1,10547,90000
02/06/22 07.18,3,10548,531000
03/06/22 07.51,1,10549,67000
01/06/22 22.47,1,10550,75000
02/06/22 02.41,2,10551,170000
03/06/22 23.24,2,10552,161000
03/06/22 12.05,1,10553,60000
03/06/22 02.18,2,10554,185000
03/06/22 05.00,3,10555,376000
02/06/22 17.19,1,10556,77000
03/06/22 19.52,2,10557,133000
02/06/22 21.16,2,10558,176000
03/06/22 14.32,2,10559,125000
04/06/22 01.25,1,10560,65000
02/06/22 06.20,4,10561,2349000
03/06/22 20.49,3,10562,960000
04/06/22 12.29,4,10563,1801000
01/06/22 22.41,4,10564,1243000
03/06/22 04.47,2,10565,168000
04/06/22 08.39,1,10566,42000
03/06/22 18.02,2,10567,195000
02/06/22 09.14,3,10568,450000
03/06/22 01.48,2,10569,166000
02/06/22 17.06,2,10570,211000
04/06/22 14.07,1,10571,105000
03/06/22 19.04,2,10572,113000
04/06/22 12.30,3,10573,372000
03/06/22 12.52,3,10574,540000
04/06/22 10.50,2,10575,140000
03/06/22 21.29,2,10576,130000
03/06/22 06.27,1,10577,59000
03/06/22 23.49,1,10578,91000
03/06/22 13.19,3,10579,820000
02/06/22 19.22,1,10580,44000
02/06/22 04.12,1,10581,36000
03/06/22 23.15,2,10582,236000
03/06/22 03.29,1,10583,38000
04/06/22 12.18,1,10584,34000
02/06/22 07.36,1,10585,125000
01/06/22 22.06,2,10586,106000
03/06/22 16.57,1,10587,80000
03/06/22 23.24,2,10588,141000
02/06/22 11.35,2,10589,105000
04/06/22 08.18,1,10590,43000
03/06/22 13.17,1,10591,85000
02/06/22 11.28,2,10592,52000
02/06/22 20.28,2,10593,129000
01/06/22 21.42,3,10594,495000
04/06/22 07.40,2,10595,200000
02/06/22 22.30,1,10596,112000
03/06/22 14.16,1,10597,18000
02/06/22 20.35,1,10598,52000
02/06/22 23.18,1,10599,60000
03/06/22 03.35,3,10600,517000
03/06/22 19.05,2,10601,94000
02/06/22 02.03,2,10602,204000
03/06/22 14.46,1,10603,103000
04/06/22 05.15,2,10604,185000
02/06/22 20.31,1,10605,45000
04/06/22 16.12,2,10606,188000
04/06/22 10.26,2,10607,239000
03/06/22 14.09,2,10608,143000
02/06/22 23.43,3,10609,716000
02/06/22 20.09,3,10610,265000
04/06/22 12.12,2,10611,248000
04/06/22 05.22,3,10612,409000
03/06/22 01.33,1,10613,20000
03/06/22 09.56,1,10614,10000
03/06/22 06.55,1,10615,86000
04/06/22 04.07,4,10616,1638000
03/06/22 15.42,1,10617,31000
04/06/22 06.27,1,10618,104000
03/06/22 02.58,1,10619,74000
03/06/22 19.36,2,10620,191000
04/06/22 16.59,1,10621,82000
04/06/22 11.50,1,10622,125000
03/06/22 06.46,1,10623,113000
04/06/22 13.43,3,10624,498000
05/06/22 00.37,1,10625,56000
04/06/22 07.31,3,10626,470000
05/06/22 00.24,2,10627,115000
02/06/22 16.23,1,10628,18000
04/06/22 01.43,1,10629,99000
03/06/22 19.14,1,10630,62000
04/06/22 22.06,1,10631,60000
03/06/22 20.14,3,10632,688000
03/06/22 03.25,1,10633,51000
03/06/22 18.35,2,10634,184000
03/06/22 16.16,1,10635,83000
04/06/22 02.12,1,10636,48000
04/06/22 01.27,2,10637,230000
05/06/22 09.50,2,10638,238000
04/06/22 14.15,1,10639,32000
05/06/22 01.36,2,10640,62000
05/06/22 10.15,1,10641,119000
05/06/22 07.59,3,10642,640000
05/06/22 05.32,2,10643,187000
03/06/22 19.27,1,10644,66000
03/06/22 18.45,2,10645,198000
05/06/22 10.21,1,10646,64000
04/06/22 22.28,1,10647,100000
03/06/22 19.55,1,10648,83000
04/06/22 09.55,2,10649,186000
05/06/22 03.34,2,10650,80000
04/06/22 03.59,1,10651,76000
02/06/22 17.46,1,10652,114000
05/06/22 14.08,2,10653,92000
04/06/22 17.03,1,10654,90000
05/06/22 05.09,3,10655,845000
03/06/22 15.53,1,10656,73000
04/06/22 00.31,4,10657,846000
03/06/22 20.45,2,10658,135000
03/06/22 01.16,3,10659,700000
03/06/22 20.20,1,10660,43000
05/06/22 00.17,2,10661,171000
03/06/22 14.02,2,10662,112000
05/06/22 15.36,1,10663,135000
04/06/22 20.08,1,10664,63000
05/06/22 13.34,1,10665,71000
02/06/22 20.22,2,10666,194000
05/06/22 08.05,1,10667,96000
04/06/22 15.59,2,10668,157000
04/06/22 01.08,2,10669,103000
03/06/22 06.36,1,10670,64000
04/06/22 07.47,1,10671,63000
03/06/22 22.51,1,10672,108000
05/06/22 15.10,3,10673,496000
04/06/22 09.45,3,10674,450000
02/06/22 22.18,1,10675,128000
04/06/22 17.23,1,10676,130000
03/06/22 20.55,3,10677,385000
05/06/22 04.09,1,10678,147000
05/06/22 04.53,1,10679,80000
04/06/22 06.43,2,10680,119000
05/06/22 07.10,1,10681,66000
02/06/22 21.08,3,10682,561000
05/06/22 03.53,1,10683,126000
02/06/22 21.07,3,10684,295000
04/06/22 13.58,1,10685,130000
05/06/22 19.55,4,10686,1182000
05/06/22 21.30,1,10687,83000
04/06/22 04.05,2,10688,208000
05/06/22 20.41,1,10689,49000
05/06/22 06.13,1,10690,117000
04/06/22 20.46,1,10691,52000
05/06/22 08.41,2,10692,157000
03/06/22 21.56,1,10693,139000
04/06/22 15.54,2,10694,177000
03/06/22 16.25,4,10695,2051000
05/06/22 01.50,3,10696,556000
06/06/22 04.25,1,10697,31000
05/06/22 09.26,1,10698,81000
05/06/22 11.05,1,10699,55000
04/06/22 19.24,3,10700,448000
05/06/22 12.51,1,10701,72000
05/06/22 00.45,2,10702,160000
05/06/22 13.46,1,10703,60000
03/06/22 19.23,1,10704,64000
05/06/22 20.43,2,10705,159000
05/06/22 12.00,1,10706,35000
03/06/22 12.33,1,10707,22000
04/06/22 08.38,1,10708,53000
04/06/22 15.07,1,10709,58000
05/06/22 21.22,1,10710,80000
03/06/22 20.04,1,10711,60000
03/06/22 17.18,5,10712,1968000
04/06/22 18.16,1,10713,101000
04/06/22 16.41,2,10714,183000
05/06/22 10.36,2,10715,125000
05/06/22 12.24,3,10716,635000
05/06/22 13.53,2,10717,157000
04/06/22 22.30,5,10718,1574000
04/06/22 23.49,2,10719,166000
05/06/22 12.14,1,10720,42000
05/06/22 06.47,3,10721,559000
06/06/22 00.32,1,10722,64000
04/06/22 00.39,4,10723,1344000
04/06/22 22.35,4,10724,1463000
06/06/22 07.54,1,10725,60000
04/06/22 23.53,1,10726,75000
05/06/22 17.03,1,10727,53000
05/06/22 07.04,2,10728,161000
06/06/22 00.22,4,10729,1470000
05/06/22 06.09,2,10730,81000
06/06/22 10.31,1,10731,48000
05/06/22 04.25,1,10732,53000
05/06/22 14.32,1,10733,20000
06/06/22 07.04,2,10734,125000
04/06/22 13.17,1,10735,101000
05/06/22 20.41,1,10736,51000
05/06/22 19.42,2,10737,140000
05/06/22 04.23,1,10738,30000
05/06/22 18.34,2,10739,134000
06/06/22 05.08,2,10740,62000
06/06/22 03.38,1,10741,101000
04/06/22 19.37,2,10742,328000
05/06/22 06.33,1,10743,125000
06/06/22 16.54,4,10744,1731000
04/06/22 16.21,4,10745,1543000
05/06/22 06.29,1,10746,42000
04/06/22 09.00,1,10747,42000
06/06/22 16.20,5,10748,1907000
05/06/22 09.14,2,10749,170000
05/06/22 06.08,1,10750,65000
05/06/22 06.25,2,10751,180000
05/06/22 06.43,2,10752,81000
05/06/22 15.15,1,10753,20000
04/06/22 23.42,2,10754,183000
05/06/22 18.07,3,10755,468000
03/06/22 23.41,1,10756,128000
06/06/22 10.43,3,10757,600000
04/06/22 03.00,3,10758,635000
06/06/22 02.40,2,10759,166000
04/06/22 11.24,4,10760,1518000
06/06/22 00.11,2,10761,139000
04/06/22 23.57,1,10762,59000
06/06/22 17.01,4,10763,514000
07/06/22 00.39,1,10764,78000
06/06/22 08.55,1,10765,60000
06/06/22 19.30,1,10766,114000
06/06/22 01.50,3,10767,595000
06/06/22 04.36,4,10768,1927000
04/06/22 22.34,5,10769,1454000
06/06/22 17.47,1,10770,70000
07/06/22 01.35,2,10771,59000
06/06/22 11.46,1,10772,65000
07/06/22 02.50,5,10773,2117000
05/06/22 15.22,4,10774,688000
05/06/22 19.23,1,10775,30000
06/06/22 18.04,2,10776,81000
07/06/22 02.26,1,10777,83000
06/06/22 01.04,4,10778,1321000
07/06/22 03.41,5,10779,1894000
06/06/22 21.07,2,10780,259000
07/06/22 02.56,2,10781,116000
06/06/22 01.34,1,10782,34000
05/06/22 12.04,2,10783,198000
06/06/22 19.40,2,10784,107000
06/06/22 12.40,4,10785,997000
06/06/22 00.27,1,10786,86000
06/06/22 08.40,1,10787,17000
06/06/22 04.36,4,10788,1609000
07/06/22 02.07,1,10789,53000
05/06/22 20.08,2,10790,245000
07/06/22 00.12,1,10791,108000
06/06/22 12.07,1,10792,125000
05/06/22 23.40,1,10793,30000
07/06/22 06.05,1,10794,43000
06/06/22 09.06,1,10795,146000
